suborder,family,genus,chrom.num
Polyphaga,Coccinellidae,Exochomus,16.23529412
Polyphaga,Coccinellidae,Aphidecta,19.16666667
Polyphaga,Coccinellidae,Brachyacantha,17.5
Polyphaga,Coccinellidae,Cladis,16
Polyphaga,Coccinellidae,Curinus,16
Polyphaga,Coccinellidae,Harmonia,16
Polyphaga,Coccinellidae,Rhyzobius,17
Polyphaga,Coccinellidae,Scymnus,17.25
Polyphaga,Coccinellidae,Brumus,17.33333333
Polyphaga,Coccinellidae,Aiolocaria,17
Polyphaga,Coccinellidae,Rodolia,17
Polyphaga,Coccinellidae,Axion,18
Polyphaga,Coccinellidae,Afissa,18
Polyphaga,Coccinellidae,Anatis,18
Polyphaga,Coccinellidae,Chnoodes,18
Polyphaga,Coccinellidae,Orcus,18
Polyphaga,Coccinellidae,Psyllobora,18
Polyphaga,Coccinellidae,Solanophila,18
Polyphaga,Coccinellidae,Sumnius,18
Polyphaga,Coccinellidae,Egius,20
Polyphaga,Coccinellidae,Eriopis,20
Polyphaga,Coccinellidae,Adalia,20
Polyphaga,Coccinellidae,Anisocalvia,20
Polyphaga,Coccinellidae,Coccidula,20
Polyphaga,Coccinellidae,Coccinella,20
Polyphaga,Coccinellidae,Coelophora,20
Polyphaga,Coccinellidae,Coleomegilla,20
Polyphaga,Coccinellidae,Cycloneda,20
Polyphaga,Coccinellidae,Hippodamia,20
Polyphaga,Coccinellidae,Illeis,20
Polyphaga,Coccinellidae,Menochilus,20
Polyphaga,Coccinellidae,Micraspis,20
Polyphaga,Coccinellidae,Microweisea,20
Polyphaga,Coccinellidae,Neda,20
Polyphaga,Coccinellidae,Neomysia,20
Polyphaga,Coccinellidae,Olla,20
Polyphaga,Coccinellidae,Pharoscymnus,20
Polyphaga,Coccinellidae,Propylaea,20
Polyphaga,Coccinellidae,Synonycha,20
Polyphaga,Coccinellidae,Thea,20
Polyphaga,Coccinellidae,Various,20
Polyphaga,Coccinellidae,Verania,20
Polyphaga,Coccinellidae,Adonia,20
Polyphaga,Coccinellidae,Calvia,20
Polyphaga,Coccinellidae,Phyllobora,20
Polyphaga,Coccinellidae,Propylea,20
Polyphaga,Coccinellidae,Azya,23.33333333
Polyphaga,Coccinellidae,Cryptolaemus,22
Polyphaga,Coccinellidae,Prodilis,24
Polyphaga,Coccinellidae,Tythaspis,24
Polyphaga,Curculionidae,Sitophilus,20.71428571
Polyphaga,Curculionidae,Amystax,20.33333333
Polyphaga,Curculionidae,Echinocnemus,18.66666667
Polyphaga,Curculionidae,Euthyrhinus,16
Polyphaga,Curculionidae,Syrotelus,16
Polyphaga,Curculionidae,Tanysphyrus,16.66666667
Polyphaga,Curculionidae,Magdalis,29.5
Polyphaga,Curculionidae,Baris,33.33333333
Polyphaga,Curculionidae,Byctiscus,20.66666667
Polyphaga,Curculionidae,Hilaus,21
Polyphaga,Curculionidae,Anthonomus,32.8
Polyphaga,Curculionidae,Catapionus,21.33333333
Polyphaga,Curculionidae,Dermatoxenus,21
Polyphaga,Curculionidae,Ceutorrhynchus,26
Polyphaga,Curculionidae,Desmidophorus,21
Polyphaga,Curculionidae,Hypera,21.77777778
Polyphaga,Curculionidae,Mechistocerus,31.27272727
Polyphaga,Curculionidae,Parascaphus,21
Polyphaga,Curculionidae,Phytoscaphus,21
Polyphaga,Curculionidae,Polydrusus,21.6
Polyphaga,Curculionidae,Rhinocerus,20
Polyphaga,Curculionidae,Rhinoncus,24
Polyphaga,Curculionidae,Scythropus,21.33333333
Polyphaga,Curculionidae,Apodrusus,20
Polyphaga,Curculionidae,Otiorhynchus,21.96363636
Polyphaga,Curculionidae,Astycus,22
Polyphaga,Curculionidae,Blosyrus,22.66666667
Polyphaga,Curculionidae,Hylobius,31.09090909
Polyphaga,Curculionidae,Liophloeus,22
Polyphaga,Curculionidae,Scepticus,22.25
Polyphaga,Curculionidae,Acicnemis,23.33333333
Polyphaga,Curculionidae,Amblyrrhinus,22
Polyphaga,Curculionidae,Anobleptus,23
Polyphaga,Curculionidae,Aplotes,22
Polyphaga,Curculionidae,Arrhines,22
Polyphaga,Curculionidae,Barioscaphus,22
Polyphaga,Curculionidae,Barypeithes,23
Polyphaga,Curculionidae,Bothrometopus,22
Polyphaga,Curculionidae,Brachyderes,22
Polyphaga,Curculionidae,Brachysomus,22
Polyphaga,Curculionidae,Byrsopages,22
Polyphaga,Curculionidae,Canonopsis,22
Polyphaga,Curculionidae,Carcilia,22
Polyphaga,Curculionidae,Centricnemus,22
Polyphaga,Curculionidae,Chlorophanus,23
Polyphaga,Curculionidae,Chokkirius,22
Polyphaga,Curculionidae,Christensenia,22
Polyphaga,Curculionidae,Corigetus,22
Polyphaga,Curculionidae,Curculio,27.04
Polyphaga,Curculionidae,Cyphicerinus,22
Polyphaga,Curculionidae,Cyphicerus,22
Polyphaga,Curculionidae,Cyrtepistomus,22
Polyphaga,Curculionidae,Deiradolcus,22
Polyphaga,Curculionidae,Diaprepes,22
Polyphaga,Curculionidae,Diaprepres,22
Polyphaga,Curculionidae,Diatropus,22
Polyphaga,Curculionidae,Dicranthus,22
Polyphaga,Curculionidae,Disker,22
Polyphaga,Curculionidae,Dodecastichus,22
Polyphaga,Curculionidae,Donus,22
Polyphaga,Curculionidae,Dusmoecetes,22
Polyphaga,Curculionidae,Dyslobus,22
Polyphaga,Curculionidae,Ectemnorrhinus,22
Polyphaga,Curculionidae,Esamus,22
Polyphaga,Curculionidae,Eugnathus,22
Polyphaga,Curculionidae,Euops,24
Polyphaga,Curculionidae,Eupagoderes,22
Polyphaga,Curculionidae,Exophthalmus,22
Polyphaga,Curculionidae,Exopthalmus,22
Polyphaga,Curculionidae,Foucartia,22
Polyphaga,Curculionidae,Heilipus,27.75
Polyphaga,Curculionidae,Hemerus,22
Polyphaga,Curculionidae,Hypermias,22
Polyphaga,Curculionidae,Hypolixus,33
Polyphaga,Curculionidae,Hypomeces,22
Polyphaga,Curculionidae,Indomecus,22
Polyphaga,Curculionidae,Indomias,22
Polyphaga,Curculionidae,Ixalma,22
Polyphaga,Curculionidae,Lepidospyris,22.5
Polyphaga,Curculionidae,Lepropus,22
Polyphaga,Curculionidae,Leptomias,22
Polyphaga,Curculionidae,Meotiorrhynchus,22
Polyphaga,Curculionidae,Metapocyrtus,32
Polyphaga,Curculionidae,Myllocerus,22.34782609
Polyphaga,Curculionidae,Naupactus,22
Polyphaga,Curculionidae,Neocanonopsis,22
Polyphaga,Curculionidae,Pachyrhynchus,22
Polyphaga,Curculionidae,Paophilus,22
Polyphaga,Curculionidae,Phyllobius,22.09090909
Polyphaga,Curculionidae,Platymycterus,22
Polyphaga,Curculionidae,Plintini,22
Polyphaga,Curculionidae,Podapion,22
Polyphaga,Curculionidae,Podeschrus,22
Polyphaga,Curculionidae,Procas,23
Polyphaga,Curculionidae,Pseudphytoscaphus,22
Polyphaga,Curculionidae,Ptochus,22
Polyphaga,Curculionidae,Rhinomias,22
Polyphaga,Curculionidae,Rhynchophorus,22
Polyphaga,Curculionidae,Rhyssomatus,22
Polyphaga,Curculionidae,Rynchophorus,22
Polyphaga,Curculionidae,Sipalus,22
Polyphaga,Curculionidae,Sitona,22.42857143
Polyphaga,Curculionidae,Strophosoma,22
Polyphaga,Curculionidae,Sympiezomias,22
Polyphaga,Curculionidae,Tanymecus,22.11111111
Polyphaga,Curculionidae,Telephae,24
Polyphaga,Curculionidae,Thlipsomerus,22
Polyphaga,Curculionidae,Transptochus,22
Polyphaga,Curculionidae,Xanium,22
Polyphaga,Curculionidae,Xanthochelus,22
Polyphaga,Curculionidae,Proctorus,22
Polyphaga,Curculionidae,Tylotus,22
Polyphaga,Curculionidae,Acallopistus,24
Polyphaga,Curculionidae,Calendra,26.33333333
Polyphaga,Curculionidae,Demimaea,24
Polyphaga,Curculionidae,Dorytomus,26
Polyphaga,Curculionidae,Indocurculio,24
Polyphaga,Curculionidae,Limnobaris,27
Polyphaga,Curculionidae,Mecopomorphus,24
Polyphaga,Curculionidae,Phymatapoderus,28
Polyphaga,Curculionidae,Phytobius,24
Polyphaga,Curculionidae,Rhynchaenus,26.42857143
Polyphaga,Curculionidae,Ryssematus,24
Polyphaga,Curculionidae,Simulatacalles,24
Polyphaga,Curculionidae,Gelus,26
Polyphaga,Curculionidae,Apotomorhinus,26
Polyphaga,Curculionidae,Diocalandra,26
Polyphaga,Curculionidae,Episomus,29
Polyphaga,Curculionidae,Metamasius,26
Polyphaga,Curculionidae,Oedophyrus,26
Polyphaga,Curculionidae,Orobitis,26
Polyphaga,Curculionidae,Heilipodus,29.5
Polyphaga,Curculionidae,Acalles,29.66666667
Polyphaga,Curculionidae,Alcides,34
Polyphaga,Curculionidae,Cidnorrhinus,28
Polyphaga,Curculionidae,Cleonus,28
Polyphaga,Curculionidae,Cycnotrachelus,28
Polyphaga,Curculionidae,Didothis,31
Polyphaga,Curculionidae,Lobotrachelus,28
Polyphaga,Curculionidae,Nedyus,28
Polyphaga,Curculionidae,Pagiophloeus,28
Polyphaga,Curculionidae,Trichalophus,28
Polyphaga,Curculionidae,Zacladus,28
Polyphaga,Curculionidae,Hydrophilus,29.5
Polyphaga,Curculionidae,Apiophorus,30
Polyphaga,Curculionidae,Cirrorhynchus,30
Polyphaga,Curculionidae,Cosmopolites,30
Polyphaga,Curculionidae,Diplogrammus,30
Polyphaga,Curculionidae,Lepyrus,30
Polyphaga,Curculionidae,Mecysolobus,32.66666667
Polyphaga,Curculionidae,Metialma,32
Polyphaga,Curculionidae,Neomecopus,30
Polyphaga,Curculionidae,Notaris,30
Polyphaga,Curculionidae,Oxydema,30
Polyphaga,Curculionidae,Paraplapoderus,30
Polyphaga,Curculionidae,Paratrachelophorus,30
Polyphaga,Curculionidae,Protacallinus,30
Polyphaga,Curculionidae,Ruteria,30
Polyphaga,Curculionidae,Sphenophorus,30
Polyphaga,Curculionidae,Alcidodes,32
Polyphaga,Curculionidae,Catagmatus,32
Polyphaga,Curculionidae,Cryptorrhynchus,34.33333333
Polyphaga,Curculionidae,Cylindrocopturus,32
Polyphaga,Curculionidae,Gymnetron,32
Polyphaga,Curculionidae,Mecyslobus,33
Polyphaga,Curculionidae,Niphades,33
Polyphaga,Curculionidae,Pachytychius,32
Polyphaga,Curculionidae,Paramecopus,32
Polyphaga,Curculionidae,Phloeophagosoma,32
Polyphaga,Curculionidae,Pseudoanthonomus,35
Polyphaga,Curculionidae,Athesapeuta,32
Polyphaga,Curculionidae,Caenocryptorrhynchus,34
Polyphaga,Curculionidae,Calosirus,34
Polyphaga,Curculionidae,Eudiagogus,34
Polyphaga,Curculionidae,Miccotrogus,34
Polyphaga,Curculionidae,Rhadinomerus,38
Polyphaga,Curculionidae,Tachypterellus,34
Polyphaga,Curculionidae,Tychius,37
Polyphaga,Curculionidae,Adexius,36
Polyphaga,Curculionidae,Colobodes,45
Polyphaga,Curculionidae,Gasteroclisus,36.66666667
Polyphaga,Curculionidae,Larinus,38.8
Polyphaga,Curculionidae,Okikuruminus,36
Polyphaga,Curculionidae,Pachylobius,36
Polyphaga,Curculionidae,Cionus,40
Polyphaga,Curculionidae,Ectatorhinus,38
Polyphaga,Curculionidae,Mecysmoderes,38
Polyphaga,Curculionidae,Shirahoshizo,38
Polyphaga,Curculionidae,Pycnodactylus,38
Polyphaga,Curculionidae,Cryptorhynchus,38
Polyphaga,Curculionidae,Larinodontes,40
Polyphaga,Curculionidae,Lixus,43.66666667
Polyphaga,Curculionidae,Orochlesis,40
Polyphaga,Curculionidae,Adosomus,46
Polyphaga,Curculionidae,Atactogaster,48
Polyphaga,Curculionidae,Dystropicus,56
Polyphaga,Dermestidae,Anthrenus,18
Polyphaga,Dermestidae,Attagenus,18
Polyphaga,Dermestidae,Dermestes,18.09090909
Polyphaga,Dermestidae,Dermests,18
Polyphaga,Dermestidae,Trogoderma,18.66666667
Polyphaga,Dermestidae,Orphilus,20
Polyphaga,Elateridae,Chalcolepidius,8
Polyphaga,Elateridae,Hemirrhipus,10
Polyphaga,Elateridae,Agrypnus,14
Polyphaga,Elateridae,Pyrophorus,14.6
Polyphaga,Elateridae,Melanotus,18.22222222
Polyphaga,Elateridae,Conoderus,16.63636364
Polyphaga,Elateridae,Lacon,14
Polyphaga,Elateridae,Pyrearinus,15
Polyphaga,Elateridae,Adelocera,18.66666667
Polyphaga,Elateridae,Colaulon,17
Polyphaga,Elateridae,Ctenicera,19.89473684
Polyphaga,Elateridae,Heteroderes,17.4
Polyphaga,Elateridae,Limonius,18.5
Polyphaga,Elateridae,Monocrepidius,17
Polyphaga,Elateridae,Monocrepidus,17
Polyphaga,Elateridae,Agriotella,19
Polyphaga,Elateridae,Agriotes,19.25
Polyphaga,Elateridae,Ampedus,19.22222222
Polyphaga,Elateridae,Athous,19
Polyphaga,Elateridae,Cardiorhinus,19
Polyphaga,Elateridae,Elater,19
Polyphaga,Elateridae,Cardiophorus,21.5
Polyphaga,Elateridae,Eanus,20
Polyphaga,Elateridae,Pomachilius,20
Polyphaga,Elateridae,Prosternon,22
Polyphaga,Elateridae,Heterocrepidius,22
Polyphaga,Elateridae,Dicrepidius,23
Polyphaga,Erotylidae,Triplax,18
Polyphaga,Geotrupidae,Ceratophyus,16
Polyphaga,Geotrupidae,Anoplotrupes,21.33333333
Polyphaga,Geotrupidae,Geotrupes,21.25
Polyphaga,Geotrupidae,Thorectes,21.5
Polyphaga,Geotrupidae,Trypocopris,21
Polyphaga,Geotrupidae,Typhaeus,20
Polyphaga,Geotrupidae,Bolboceras,20
Polyphaga,Geotrupidae,Bolboceratops,20
Polyphaga,Geotrupidae,Sericotrupes,22
Polyphaga,Geotrupidae,Cnemotrupes,22
Polyphaga,Glaphyridae,Lichnanthe,20
Polyphaga,Glaresidae,Glaresis,20
Polyphaga,Helophoridae,Helophorus,19.81818182
Polyphaga,Histeridae,Hister,26
Polyphaga,Histeridae,Saprinus,26
Polyphaga,Hybosoridae,Hybosorus,20
Polyphaga,Hydrophilidae,Anacaena,16.4
Polyphaga,Hydrophilidae,Berosus,18
Polyphaga,Hydrophilidae,Helocombus,18
Polyphaga,Hydrophilidae,Sternolophus,18
Polyphaga,Hydrophilidae,Tropisternus,18
Polyphaga,Hydrophilidae,Hydrobius,18
Polyphaga,Hydrophilidae,Hydrous,30
Polyphaga,Laemophloeidae,Cryptolestes,18.33333333
Polyphaga,Lampyridae,Luciola,17
Polyphaga,Lampyridae,Bicellonycha,18
Polyphaga,Lampyridae,Photuris,18.5
Polyphaga,Lampyridae,Aspisoma,19
Polyphaga,Lampyridae,Cratomorphus,19
Polyphaga,Lampyridae,Diphotus,19
Polyphaga,Lampyridae,Ellychnia,19
Polyphaga,Lampyridae,Lucidota,19
Polyphaga,Lampyridae,Photinus,19
Polyphaga,Lampyridae,Pyractomena,19
Polyphaga,Leiodidae,Cantabrogeus,22
Polyphaga,Leiodidae,Catops,22
Polyphaga,Leiodidae,Espanoliella,22
Polyphaga,Leiodidae,Fresnedaella,22
Polyphaga,Leiodidae,Leiodes,22
Polyphaga,Leiodidae,Notidocharis,22
Polyphaga,Leiodidae,Quaestus,22
Polyphaga,Leiodidae,Drimeotus,24
Polyphaga,Leiodidae,Pholeuon,24
Polyphaga,Leiodidae,Speonomus,24
Polyphaga,Leiodidae,Troglocharinus,24
Polyphaga,Lucanidae,Nipponodorcus,10
Polyphaga,Lucanidae,Macrodorcas,16
Polyphaga,Lucanidae,Dorcus,18
Polyphaga,Lucanidae,Lamprima,18
Polyphaga,Lucanidae,Sinodendron,18
Polyphaga,Lucanidae,Cerchus,20
Polyphaga,Lucanidae,Figulus,22
Polyphaga,Lucanidae,Prosopocoilus,20
Polyphaga,Lucanidae,Lucanus,24
Polyphaga,Lycidae,Calopteron,31
Polyphaga,Lycidae,Metriorrhynchus,31
Polyphaga,Lycidae,Thonalmus,33
Polyphaga,Lycidae,Linoptes,33
Polyphaga,Melandryidae,Prothalpia,18
Polyphaga,Melandryidae,Serropalpus,19
Polyphaga,Melandryidae,Dircaea,20
Polyphaga,Meloidae,Cyaneolytta,20
Polyphaga,Meloidae,Epicauta,20.58333333
Polyphaga,Meloidae,Lytta,20
Polyphaga,Meloidae,Meloe,20
Polyphaga,Meloidae,Mylabris,21.6
Polyphaga,Meloidae,Paniculolytta,20
Polyphaga,Meloidae,Pryrota,20
Polyphaga,Meloidae,Psalydolytta,20
Polyphaga,Meloidae,Sybaris,20
Polyphaga,Meloidae,Tetraonyx,20
Polyphaga,Meloidae,Zonitis,20
Polyphaga,Melyridae,Hoppingiana,14
Polyphaga,Melyridae,Collops,17
Polyphaga,Melyridae,Astylus,18
Polyphaga,Melyridae,Endeodes,19
Polyphaga,Nitidulidae,Nitidula,20
Polyphaga,Oedemeridae,Oedemera,22
Polyphaga,Passalidae,Oileus,18
Polyphaga,Passalidae,Vindex,21.33333333
Polyphaga,Passalidae,Proculejus,26.66666667
Polyphaga,Passalidae,Chondrocephalus,32.25
Polyphaga,Passalidae,Odontotaenius,26.5
Polyphaga,Passalidae,Passalus,26.05263158
Polyphaga,Passalidae,Paxillus,25
Polyphaga,Passalidae,Ptichopus,25
Polyphaga,Passalidae,Spasalus,25
Polyphaga,Passalidae,Ogyges,26
Polyphaga,Passalidae,Petrejoides,34.66666667
Polyphaga,Passalidae,Publius,28
Polyphaga,Passalidae,Verres,28
Polyphaga,Passalidae,Veturius,28
Polyphaga,Passalidae,Aulacocyclus,30
Polyphaga,Passalidae,Spurius,33.33333333
Polyphaga,Passalidae,Heliscus,34
Polyphaga,Passalidae,Popilius,34
Polyphaga,Passalidae,Pseudacanthus,37.33333333
Polyphaga,Passalidae,Coniger,36
Polyphaga,Passalidae,Proculus,38
Polyphaga,Passalidae,Undulifer,44
Polyphaga,Phalacridae,Phalacrid,15
Polyphaga,Pleocomidae,Pleocoma,20
Polyphaga,Scarabaeidae,Eurysternus,8
Polyphaga,Scarabaeidae,Phanaeus,14
Polyphaga,Scarabaeidae,Chlorocala,14
Polyphaga,Scarabaeidae,Copris,17.58333333
Polyphaga,Scarabaeidae,Deltochilum,15.5
Polyphaga,Scarabaeidae,Jumnos,14
Polyphaga,Scarabaeidae,Phileurus,16.66666667
Polyphaga,Scarabaeidae,Adorrhinyptia,19
Polyphaga,Scarabaeidae,Archophileurus,16
Polyphaga,Scarabaeidae,Atheuchus,16
Polyphaga,Scarabaeidae,Macraspis,18.5
Polyphaga,Scarabaeidae,Anomala,19.6
Polyphaga,Scarabaeidae,Autoserica,22.66666667
Polyphaga,Scarabaeidae,Canthidium,18
Polyphaga,Scarabaeidae,Canthochilum,18
Polyphaga,Scarabaeidae,Canthon,19.33333333
Polyphaga,Scarabaeidae,Catharsius,19.77777778
Polyphaga,Scarabaeidae,Dichotomius,18.22222222
Polyphaga,Scarabaeidae,Dynastes,18
Polyphaga,Scarabaeidae,Enema,18
Polyphaga,Scarabaeidae,Eucranium,18
Polyphaga,Scarabaeidae,Glyphoderus,18
Polyphaga,Scarabaeidae,Haplidia,19
Polyphaga,Scarabaeidae,Holotrichia,19.33333333
Polyphaga,Scarabaeidae,Isocopris,18
Polyphaga,Scarabaeidae,Onthophagus,19.90697674
Polyphaga,Scarabaeidae,Orizabus,18
Polyphaga,Scarabaeidae,Oryctes,18.66666667
Polyphaga,Scarabaeidae,Osmoderma,18
Polyphaga,Scarabaeidae,Paracopris,18
Polyphaga,Scarabaeidae,Paragymnopleurus,18
Polyphaga,Scarabaeidae,Phyllognathus,19
Polyphaga,Scarabaeidae,Popillia,18
Polyphaga,Scarabaeidae,Anomiopsides,18
Polyphaga,Scarabaeidae,Ophthalmo,18
Polyphaga,Scarabaeidae,Pentodon,19.5
Polyphaga,Scarabaeidae,Aphodius,20.02380952
Polyphaga,Scarabaeidae,Apogonia,19.77777778
Polyphaga,Scarabaeidae,Aserica,19.5
Polyphaga,Scarabaeidae,Oxysternon,19
Polyphaga,Scarabaeidae,Oxythyrea,19.5
Polyphaga,Scarabaeidae,Aegialia,20
Polyphaga,Scarabaeidae,Cotalpa,20
Polyphaga,Scarabaeidae,Euonticellus,20
Polyphaga,Scarabaeidae,Pelidnota,20
Polyphaga,Scarabaeidae,Phyllophaga,20
Polyphaga,Scarabaeidae,Psammoporus,20
Polyphaga,Scarabaeidae,Aegiala,20
Polyphaga,Scarabaeidae,Aeqialia,20
Polyphaga,Scarabaeidae,Allomyrina,20
Polyphaga,Scarabaeidae,Amaurodes,20
Polyphaga,Scarabaeidae,Amphimallon,20
Polyphaga,Scarabaeidae,Ataenius,20
Polyphaga,Scarabaeidae,Athyreus,20
Polyphaga,Scarabaeidae,Bolbites,20
Polyphaga,Scarabaeidae,Bothynus,20
Polyphaga,Scarabaeidae,Bubas,20
Polyphaga,Scarabaeidae,Caccobius,20
Polyphaga,Scarabaeidae,Cetonia,20
Polyphaga,Scarabaeidae,Chalcosoma,20
Polyphaga,Scarabaeidae,Cheironitis,20
Polyphaga,Scarabaeidae,Chiron,20
Polyphaga,Scarabaeidae,Coenochilus,20
Polyphaga,Scarabaeidae,Coprophanaeus,20
Polyphaga,Scarabaeidae,Cremastocheilus,20
Polyphaga,Scarabaeidae,Cyclocephala,20
Polyphaga,Scarabaeidae,Cyprolais,20
Polyphaga,Scarabaeidae,Diabroctis,20
Polyphaga,Scarabaeidae,Dichranocephalus,20
Polyphaga,Scarabaeidae,Dicronorhina,20
Polyphaga,Scarabaeidae,Digitonthophagus,20
Polyphaga,Scarabaeidae,Diloboderus,20
Polyphaga,Scarabaeidae,Diplotaxis,20
Polyphaga,Scarabaeidae,Dyscinetus,20
Polyphaga,Scarabaeidae,Ectinohoplia,20
Polyphaga,Scarabaeidae,Eophileurus,20
Polyphaga,Scarabaeidae,Epicometis,20
Polyphaga,Scarabaeidae,Eudicella,20
Polyphaga,Scarabaeidae,Euetheola,20
Polyphaga,Scarabaeidae,Euothonphagus,20
Polyphaga,Scarabaeidae,Euphoria,20
Polyphaga,Scarabaeidae,Exomala,20
Polyphaga,Scarabaeidae,Geniates,20
Polyphaga,Scarabaeidae,Glycyphana,20
Polyphaga,Scarabaeidae,Gnorimus,20
Polyphaga,Scarabaeidae,Goliathus,20
Polyphaga,Scarabaeidae,Gromphas,20
Polyphaga,Scarabaeidae,Gymnetis,20
Polyphaga,Scarabaeidae,Gymnopleurus,20
Polyphaga,Scarabaeidae,Heliocopris,20
Polyphaga,Scarabaeidae,Hoplia,20
Polyphaga,Scarabaeidae,Lachnosterna,20
Polyphaga,Scarabaeidae,Leucothyreus,20
Polyphaga,Scarabaeidae,Ligyrodes,20
Polyphaga,Scarabaeidae,Ligyrus,20
Polyphaga,Scarabaeidae,Lygirus,20
Polyphaga,Scarabaeidae,Maladera,20
Polyphaga,Scarabaeidae,Malagoniella,20
Polyphaga,Scarabaeidae,Mecynorrhina,20
Polyphaga,Scarabaeidae,Megalorrhina,20
Polyphaga,Scarabaeidae,Megasoma,20
Polyphaga,Scarabaeidae,Melolontha,20
Polyphaga,Scarabaeidae,Microcopris,20
Polyphaga,Scarabaeidae,Mimela,20
Polyphaga,Scarabaeidae,Oniticellus,20
Polyphaga,Scarabaeidae,Onitis,20
Polyphaga,Scarabaeidae,Ontherus,20
Polyphaga,Scarabaeidae,Orphnus,20
Polyphaga,Scarabaeidae,Phalops,20
Polyphaga,Scarabaeidae,Phyllopertha,20
Polyphaga,Scarabaeidae,Plaesiorrhinella,20
Polyphaga,Scarabaeidae,Pocalta,20
Polyphaga,Scarabaeidae,Propomacrus,20
Polyphaga,Scarabaeidae,Protaetia,20
Polyphaga,Scarabaeidae,Psammodius,20
Polyphaga,Scarabaeidae,Rhamphorrhina,20
Polyphaga,Scarabaeidae,Rhinyptia,20
Polyphaga,Scarabaeidae,Rutela,20
Polyphaga,Scarabaeidae,Scarabaeidae,20
Polyphaga,Scarabaeidae,Scarabaeus,20
Polyphaga,Scarabaeidae,Schizonycha,20.66666667
Polyphaga,Scarabaeidae,Serica,20
Polyphaga,Scarabaeidae,Sisyphus,20
Polyphaga,Scarabaeidae,Stephanorrhina,20
Polyphaga,Scarabaeidae,Strategus,20
Polyphaga,Scarabaeidae,Sulcophanaeus,20
Polyphaga,Scarabaeidae,Trichiotinus,20
Polyphaga,Scarabaeidae,Trichius,20
Polyphaga,Scarabaeidae,Xylotrupes,20
Polyphaga,Scarabaeidae,Clinteria,20
Polyphaga,Scarabaeidae,Lyogenys,20
Polyphaga,Scarabaeidae,Oruscatus,20
Polyphaga,Scarabaeidae,Rhomborrhina,20
Polyphaga,Scarabaeidae,Tropinota,20
Polyphaga,Scarabaeidae,Adoretus,22.18181818
Polyphaga,Scarabaeidae,Dynamopus,22
Polyphaga,Scarabaeidae,Tiniocellus,24
Polyphaga,Scolytidae,Xylosandrus,9
Polyphaga,Scolytidae,Dendroctonus,23.5
Polyphaga,Scolytidae,Scolytus,15.66666667
Polyphaga,Scolytidae,Polygraphus,16.8
Polyphaga,Scolytidae,Hypothenemus,14.5
Polyphaga,Scolytidae,Orthotomicus,16.8
Polyphaga,Scolytidae,Ips,29.48571429
Polyphaga,Scolytidae,Pityogenes,18.33333333
Polyphaga,Scolytidae,Conopthorus,18.66666667
Polyphaga,Scolytidae,Pityokteines,18
Polyphaga,Scolytidae,Cactopinus,23
Polyphaga,Scolytidae,Blastophagus,28
Polyphaga,Scolytidae,Cryphalus,26
Polyphaga,Scolytidae,Crypturgus,26
Polyphaga,Scolytidae,Dryocoetes,27.33333333
Polyphaga,Scolytidae,Hylastes,26
Polyphaga,Scolytidae,Hylurgops,27.33333333
Polyphaga,Scolytidae,Phloeotribus,26
Polyphaga,Scolytidae,Pityphthorus,27
Polyphaga,Scolytidae,Trypodendron,26
Polyphaga,Scolytidae,Leperisinus,26
Polyphaga,Scolytidae,Xyleborus,40
Polyphaga,Silphidae,Nicrophorus,13
Polyphaga,Silphidae,Silpha,33
Polyphaga,Silphidae,Thanatophilus,26
Polyphaga,Silphidae,Phosphuga,34
Polyphaga,Silvanidae,Ahasverus,18
Polyphaga,Silvanidae,Oryzaephilus,18
Polyphaga,Staphylinidae,Aleochara,18
Polyphaga,Staphylinidae,Platyprosophus,20
Polyphaga,Staphylinidae,Philonthus,37.75
Polyphaga,Staphylinidae,Ontholestes,26
Polyphaga,Staphylinidae,Tachinus,26
Polyphaga,Staphylinidae,Batrisodes,28
Polyphaga,Staphylinidae,Nudobius,28
Polyphaga,Staphylinidae,Pselaphus,30
Polyphaga,Staphylinidae,Quedius,33
Polyphaga,Staphylinidae,Creophilus,38
Polyphaga,Staphylinidae,Staphylinus,42
Polyphaga,Stenotrachelidae,Cephaloon,18
Polyphaga,Tenebrionidae,Arthromacra,14
Polyphaga,Tenebrionidae,Diaperis,14
Polyphaga,Tenebrionidae,Isomira,18
Polyphaga,Tenebrionidae,Scotobius,16.66666667
Polyphaga,Tenebrionidae,Akis,16
Polyphaga,Tenebrionidae,Morica,16
Polyphaga,Tenebrionidae,Adesmia,19
Polyphaga,Tenebrionidae,Aemymone,18
Polyphaga,Tenebrionidae,Alphasida,19.33333333
Polyphaga,Tenebrionidae,Cossyphus,18
Polyphaga,Tenebrionidae,Glabrasida,19.33333333
Polyphaga,Tenebrionidae,Laena,18
Polyphaga,Tenebrionidae,Nyctelia,18
Polyphaga,Tenebrionidae,Nyctobates,18
Polyphaga,Tenebrionidae,Pachyscelis,18
Polyphaga,Tenebrionidae,Pimelia,18.17021277
Polyphaga,Tenebrionidae,Scotobates,18
Polyphaga,Tenebrionidae,Tribolium,19
Polyphaga,Tenebrionidae,Alphitobius,19.66666667
Polyphaga,Tenebrionidae,Bolitopherus,19
Polyphaga,Tenebrionidae,Mesomorphus,19
Polyphaga,Tenebrionidae,Blaps,31.66666667
Polyphaga,Tenebrionidae,Alobates,20
Polyphaga,Tenebrionidae,Ammobius,20
